Type,ID,game_img_src,Firstly reported date,Recent update time,bot_type_0
confirmed hacker,1820197830,https://bfban.com/assets/img/logo.6ffd12a1.png,2018-10-25 01:14:23,2021-07-27 23:18:32,Aimbot
