bfban,bfban_status,hack_level,hack_score,hack_score_current,lacking_stats,origin_personal_id,overall,player_handle,player_id,player_is_new,potential_hardcore_player,stats_all,videos,weapons,account_specific_message.message,account_specific_message.title,hack_score_levels.hack,hack_score_levels.sus,hack_score_levels.v_sus,historic_hacks.historic_hack_items,historic_hacks.is_historic,stats.kills,stats.kpm,stats.rank,unreleased_weapons.recorded_weapon_kills,unreleased_weapons.total_kills,unreleased_weapons.weapons,vehicles.overall
"[{'hack_level': 'hack', 'hack_score': 100, 'hack_type': 'aimbot'}]",1,hack,390,390,False,1007885700327,"[{'hack_level': 'legit', 'hack_score': 0, 'normal_range_high': 8.0, 'normal_range_low': 0.0, 'stat': 'K/D', 'stat_key': 'kd', 'unit': '', 'value': 3.22}, {'hack_level': 'legit', 'hack_score': 0, 'normal_range_high': 875.0, 'normal_range_low': 0.0, 'stat': 'Score Per Minute', 'stat_key': 'spm', 'unit': '', 'value': 593}, {'hack_level': 'legit', 'hack_score': 0.0, 'normal_range_high': 4.0, 'normal_range_low': 0.0, 'stat': 'Kills Per Minute', 'stat_key': 'kpm', 'unit': '', 'value': 2.05}]",RTG-Pintias7,1007885700327,False,False,,[],"[{'hack_level': 'v_sus', 'hack_score': 75.9652509652509, 'kills': 1295, 'normal_range_high': 55.0, 'normal_range_low': 2.5, 'stat': 'Headshot Kills %', 'stats': {'headshots': 909, 'kills': 1295, 'seconds_played': 35730, 'shots_fired': 4982, 'shots_hit': 1965}, 'unit': '%', 'value': 70.2, 'weapon_id': 'wtypemodel27', 'weapon_name': 'Model 27'}, {'hack_level': 'v_sus', 'hack_score': 62.5, 'kills': 65, 'normal_range_high': 36.5, 'normal_range_low': 4.5, 'stat': 'Headshot Kills %', 'stats': {'headshots': 35, 'kills': 65, 'seconds_played': 1650, 'shots_fired': 1314, 'shots_hit': 297}, 'unit': '%', 'value': 53.8, 'weapon_id': 'wtypetm1928a1', 'weapon_name': 'M1928A1'}, {'hack_level': 'v_sus', 'hack_score': 54.30318916557453, 'kills': 109, 'normal_range_high': 36.5, 'normal_range_low': 4.5, 'stat': 'Headshot Kills %', 'stats': {'headshots': 46, 'kills': 109, 'seconds_played': 2385, 'shots_fired': 2742, 'shots_hit': 496}, 'unit': '%', 'value': 42.2, 'weapon_id': 'wtypeskp31', 'weapon_name': 'Suomi KP/-31'}, {'hack_level': 'sus', 'hack_score': 48.725348725348724, 'kills': 189, 'normal_range_high': 91.5, 'normal_range_low': 10.0, 'stat': 'Headshot Kills %', 'stats': {'headshots': 178, 'kills': 189, 'seconds_played': 5465, 'shots_fired': 566, 'shots_hit': 262}, 'unit': '%', 'value': 94.2, 'weapon_id': 'wtypekar98k', 'weapon_name': 'Kar98k'}, {'hack_level': 'sus', 'hack_score': 35.75464083938657, 'kills': 944, 'normal_range_high': 36.5, 'normal_range_low': 4.5, 'stat': 'Headshot Kills %', 'stats': {'headshots': 380, 'kills': 944, 'seconds_played': 24165, 'shots_fired': 22050, 'shots_hit': 4727}, 'unit': '%', 'value': 40.3, 'weapon_id': 'wtypezk383', 'weapon_name': 'ZK-383'}, {'hack_level': 'sus', 'hack_score': 13.695485845447635, 'kills': 5228, 'normal_range_high': 91.5, 'normal_range_low': 10.0, 'stat': 'Headshot Kills %', 'stats': {'headshots': 4823, 'kills': 5228, 'seconds_played': 147650, 'shots_fired': 16533, 'shots_hit': 7045}, 'unit': '%', 'value': 92.3, 'weapon_id': 'wtypekrag', 'weapon_name': 'Krag–Jørgensen'}]","This player has great accuracy and frequently goes for headshots. While their hack score may be high, they aren't hacking.",Aims for Headshots,100,40,85,[],False,12110,2.05,88,12037,12110,[],[]
