account_specific_message,bfban,bfban_status,hack_level,hack_score,hack_score_current,lacking_stats,origin_personal_id,overall,player_handle,player_id,player_is_new,potential_hardcore_player,stats_all,videos,weapons,hack_score_levels.hack,hack_score_levels.sus,hack_score_levels.v_sus,historic_hacks.historic_hack_items,historic_hacks.is_historic,stats.kills,stats.kpm,stats.rank,unreleased_weapons.recorded_weapon_kills,unreleased_weapons.total_kills,unreleased_weapons.weapons,vehicles.overall
,"[{'hack_level': 'hack', 'hack_score': 100, 'hack_type': 'aimbot'}]",1,hack,434,434,True,1007635389891,"[{'hack_level': 'legit', 'hack_score': 0, 'normal_range_high': 8.0, 'normal_range_low': 0.0, 'stat': 'K/D', 'stat_key': 'kd', 'unit': '', 'value': 3.76}, {'hack_level': 'legit', 'hack_score': 0, 'normal_range_high': 875.0, 'normal_range_low': 0.0, 'stat': 'Score Per Minute', 'stat_key': 'spm', 'unit': '', 'value': 630}, {'hack_level': 'legit', 'hack_score': 0.0, 'normal_range_high': 4.0, 'normal_range_low': 0.0, 'stat': 'Kills Per Minute', 'stat_key': 'kpm', 'unit': '', 'value': 2.04}]",Tyz1212,1007635389891,False,False,,[],"[{'hack_level': 'hack', 'hack_score': 100.0, 'kills': 227, 'normal_range_high': 40.0, 'normal_range_low': 5.0, 'stat': 'Headshot Kills %', 'stats': {'headshots': 147, 'kills': 227, 'seconds_played': 8985, 'shots_fired': 9286, 'shots_hit': 1415}, 'unit': '%', 'value': 64.8, 'weapon_id': 'wtypelewis', 'weapon_name': 'Lewis Gun'}, {'hack_level': 'hack', 'hack_score': 100.0, 'kills': 156, 'normal_range_high': 36.5, 'normal_range_low': 4.5, 'stat': 'Headshot Kills %', 'stats': {'headshots': 99, 'kills': 156, 'seconds_played': 7095, 'shots_fired': 4813, 'shots_hit': 1149}, 'unit': '%', 'value': 63.5, 'weapon_id': 'wtypet100', 'weapon_name': 'Type 100'}, {'hack_level': 'hack', 'hack_score': 100.0, 'kills': 817, 'normal_range_high': 91.5, 'normal_range_low': 10.0, 'stat': 'Headshot Kills %', 'stats': {'headshots': 793, 'kills': 817, 'seconds_played': 12715, 'shots_fired': 1425, 'shots_hit': 943}, 'unit': '%', 'value': 97.1, 'weapon_id': 'wtypekar98k', 'weapon_name': 'Kar98k'}, {'hack_level': 'sus', 'hack_score': 34.63287849252763, 'kills': 817, 'normal_range_high': 61.5, 'normal_range_low': 0.0, 'stat': 'Accuracy', 'stats': {'headshots': 793, 'kills': 817, 'seconds_played': 12715, 'shots_fired': 1425, 'shots_hit': 943}, 'unit': '%', 'value': 66.2, 'weapon_id': 'wtypekar98k', 'weapon_name': 'Kar98k'}]",100,40,85,[],False,1995,2.04,30,1984,1995,[],[]
